e,2,5041, 15062, 0
s,3,5041, 111168844, 1
e,3,5041, 15058, 0
s,4,5041, 111093498, 1
e,4,5041, 15054, 0
s,5,5041, 110937174, 1
e,5,5041, 15060, 0
s,6,5041, 110776114, 0
e,6,5041, 15064, 0
s,7,5041, 110876254, 0
e,7,5041, 15062, 0
s,8,5041, 110951942, 0
e,8,5041, 15058, 0
s,9,5041, 110688648, 0
e,9,5041, 15038, 0
s,0,6084, 133477432, 0
e,0,6084, 15056, 0
s,1,6084, 133250630, 0
e,1,6084, 15058, 0
s,2,6084, 133501592, 0
e,2,6084, 15062, 0
s,3,6084, 133477878, 0
e,3,6084, 15058, 0
s,4,6084, 133659264, 1
e,4,6084, 15052, 0
s,5,6084, 133520136, 1
e,5,6084, 15058, 0
s,6,6084, 18446744069547788848, 0
e,6,6084, 15064, 0
s,7,6084, 133605876, 2
e,7,6084, 15060, 0
s,8,6084, 133188578, 0
e,8,6084, 15058, 0
s,9,6084, 133414366, 0
e,9,6084, 15038, 0
s,0,7056, 155002006, 3
e,0,7056, 15056, 0
s,1,7056, 154271566, 0
e,1,7056, 15058, 0
s,2,7056, 153996024, 0
e,2,7056, 15062, 0
s,3,7056, 154081436, 0
e,3,7056, 15060, 0
s,4,7056, 154344034, 1
e,4,7056, 15054, 0
s,5,7056, 154704358, 2
e,5,7056, 15058, 0
s,6,7056, 154282072, 1
e,6,7056, 15062, 0
s,7,7056, 154306536, 0
e,7,7056, 15060, 0
s,8,7056, 154617202, 1
e,8,7056, 15058, 0
s,9,7056, 154766460, 1
e,9,7056, 15038, 0
s,0,8100, 177092036, 1
e,0,8100, 15056, 0
s,1,8100, 177192776, 0
e,1,8100, 15058, 0
s,2,8100, 176971918, 0
e,2,8100, 15062, 0
s,3,8100, 176823098, 0
e,3,8100, 15058, 0
s,4,8100, 176988104, 0
e,4,8100, 15054, 0
s,5,8100, 176720744, 0
e,5,8100, 15058, 0
s,6,8100, 176726368, 0
e,6,8100, 15064, 0
s,7,8100, 176847092, 0
e,7,8100, 15060, 0
s,8,8100, 176978850, 0
e,8,8100, 15058, 0
s,9,8100, 176956884, 0
e,9,8100, 15036, 0
s,0,9025, 196890006, 0
e,0,9025, 15054, 0
s,1,9025, 196909302, 1
e,1,9025, 15058, 0
s,2,9025, 18446744069611547136, 1
e,2,9025, 15062, 0
s,3,9025, 196923198, 0
e,3,9025, 15060, 0
s,4,9025, 196958418, 1
e,4,9025, 15054, 0
s,5,9025, 197380376, 2
e,5,9025, 15060, 0
s,6,9025, 196706020, 0
e,6,9025, 15062, 0
s,7,9025, 196921988, 1
e,7,9025, 15060, 0
s,8,9025, 197038406, 2
e,8,9025, 15058, 0
s,9,9025, 197359926, 3
e,9,9025, 15038, 0
